user_id,recency,frequency,r_score,f_score,avg_r,avg_f,user_class
227939,2017-12-03,62,80,60,60.0,60.0,普通用户
22795,2017-12-03,205,80,100,60.0,60.0,价值用户
227961,2017-12-03,102,80,80,60.0,60.0,价值用户
227963,2017-12-03,61,80,60,60.0,60.0,普通用户
22797,2017-12-03,58,80,40,60.0,60.0,普通用户
227972,2017-12-03,89,80,60,60.0,60.0,普通用户
227984,2017-12-03,37,80,40,60.0,60.0,普通用户
227989,2017-12-03,16,80,20,60.0,60.0,普通用户
227996,2017-12-03,242,80,100,60.0,60.0,价值用户
228004,2017-12-02,25,20,20,60.0,60.0,普通用户
228017,2017-12-03,170,80,100,60.0,60.0,价值用户
228020,2017-12-03,16,80,20,60.0,60.0,普通用户
228021,2017-12-03,23,80,20,60.0,60.0,普通用户
228022,2017-12-03,10,80,20,60.0,60.0,普通用户
228027,2017-12-03,154,80,80,60.0,60.0,价值用户
228030,2017-12-03,120,80,80,60.0,60.0,价值用户
228038,2017-12-03,302,80,100,60.0,60.0,价值用户
228039,2017-12-03,32,80,20,60.0,60.0,普通用户
22804,2017-12-03,99,80,80,60.0,60.0,价值用户
228040,2017-12-03,118,80,80,60.0,60.0,价值用户
228041,2017-12-03,90,80,60,60.0,60.0,普通用户
228048,2017-12-03,99,80,80,60.0,60.0,价值用户
228051,2017-12-03,4,80,20,60.0,60.0,普通用户
228078,2017-12-03,75,80,60,60.0,60.0,普通用户
228083,2017-12-03,23,80,20,60.0,60.0,普通用户
228085,2017-12-03,361,80,100,60.0,60.0,价值用户
228086,2017-12-03,123,80,80,60.0,60.0,价值用户
228089,2017-12-03,43,80,40,60.0,60.0,普通用户
228091,2017-12-03,27,80,20,60.0,60.0,普通用户
228097,2017-12-03,41,80,40,60.0,60.0,普通用户
228098,2017-12-03,100,80,80,60.0,60.0,价值用户
2281,2017-12-03,74,80,60,60.0,60.0,普通用户
228105,2017-12-03,23,80,20,60.0,60.0,普通用户
228110,2017-12-03,156,80,80,60.0,60.0,价值用户
228115,2017-12-03,47,80,40,60.0,60.0,普通用户
228122,2017-12-03,94,80,60,60.0,60.0,普通用户
228125,2017-12-03,144,80,80,60.0,60.0,价值用户
228132,2017-12-03,228,80,100,60.0,60.0,价值用户
228137,2017-12-03,229,80,100,60.0,60.0,价值用户
228139,2017-12-03,197,80,100,60.0,60.0,价值用户
228150,2017-12-03,43,80,40,60.0,60.0,普通用户
228155,2017-12-02,52,20,40,60.0,60.0,普通用户
228158,2017-12-03,109,80,80,60.0,60.0,价值用户
228160,2017-12-03,51,80,40,60.0,60.0,普通用户
228172,2017-12-03,107,80,80,60.0,60.0,价值用户
228174,2017-12-03,13,80,20,60.0,60.0,普通用户
228184,2017-12-03,10,80,20,60.0,60.0,普通用户
228190,2017-12-02,20,20,20,60.0,60.0,普通用户
228191,2017-12-03,97,80,80,60.0,60.0,价值用户
228194,2017-12-03,70,80,60,60.0,60.0,普通用户
22820,2017-12-03,61,80,60,60.0,60.0,普通用户
228203,2017-12-03,44,80,40,60.0,60.0,普通用户
228209,2017-12-03,12,80,20,60.0,60.0,普通用户
228211,2017-12-03,59,80,40,60.0,60.0,普通用户
228213,2017-12-03,25,80,20,60.0,60.0,普通用户
228217,2017-12-03,69,80,60,60.0,60.0,普通用户
228224,2017-12-03,42,80,40,60.0,60.0,普通用户
228229,2017-12-03,116,80,80,60.0,60.0,价值用户
228230,2017-12-03,32,80,20,60.0,60.0,普通用户
228239,2017-12-03,348,80,100,60.0,60.0,价值用户
228246,2017-12-03,35,80,40,60.0,60.0,普通用户
228249,2017-12-03,85,80,60,60.0,60.0,普通用户
22825,2017-12-03,233,80,100,60.0,60.0,价值用户
228251,2017-12-03,22,80,20,60.0,60.0,普通用户
228252,2017-12-03,38,80,40,60.0,60.0,普通用户
228253,2017-12-03,207,80,100,60.0,60.0,价值用户
228257,2017-12-03,126,80,80,60.0,60.0,价值用户
228258,2017-12-03,16,80,20,60.0,60.0,普通用户
228259,2017-12-03,100,80,80,60.0,60.0,价值用户
22826,2017-12-03,9,80,20,60.0,60.0,普通用户
228261,2017-12-03,18,80,20,60.0,60.0,普通用户
228268,2017-12-03,43,80,40,60.0,60.0,普通用户
228270,2017-12-03,181,80,100,60.0,60.0,价值用户
228280,2017-12-03,79,80,60,60.0,60.0,普通用户
228282,2017-12-03,246,80,100,60.0,60.0,价值用户
228289,2017-12-03,25,80,20,60.0,60.0,普通用户
2283,2017-12-03,66,80,60,60.0,60.0,普通用户
228308,2017-12-03,75,80,60,60.0,60.0,普通用户
228311,2017-12-03,11,80,20,60.0,60.0,普通用户
228312,2017-12-03,287,80,100,60.0,60.0,价值用户
228323,2017-12-03,79,80,60,60.0,60.0,普通用户
228334,2017-12-03,28,80,20,60.0,60.0,普通用户
228338,2017-12-03,33,80,20,60.0,60.0,普通用户
228340,2017-12-03,29,80,20,60.0,60.0,普通用户
228342,2017-12-03,76,80,60,60.0,60.0,普通用户
228343,2017-12-03,29,80,20,60.0,60.0,普通用户
228347,2017-12-02,29,20,20,60.0,60.0,普通用户
228352,2017-12-03,172,80,100,60.0,60.0,价值用户
228355,2017-12-03,23,80,20,60.0,60.0,普通用户
228361,2017-12-03,140,80,80,60.0,60.0,价值用户
228363,2017-12-03,154,80,80,60.0,60.0,价值用户
228366,2017-12-03,17,80,20,60.0,60.0,普通用户
228372,2017-12-03,101,80,80,60.0,60.0,价值用户
228376,2017-12-03,12,80,20,60.0,60.0,普通用户
228381,2017-12-03,170,80,100,60.0,60.0,价值用户
228384,2017-12-03,307,80,100,60.0,60.0,价值用户
228387,2017-12-03,6,80,20,60.0,60.0,普通用户
228391,2017-12-03,139,80,80,60.0,60.0,价值用户
228396,2017-12-03,34,80,40,60.0,60.0,普通用户
228405,2017-12-03,17,80,20,60.0,60.0,普通用户
228407,2017-12-03,36,80,40,60.0,60.0,普通用户
228411,2017-12-03,54,80,40,60.0,60.0,普通用户
228413,2017-12-03,57,80,40,60.0,60.0,普通用户
228418,2017-12-03,343,80,100,60.0,60.0,价值用户
228419,2017-12-03,26,80,20,60.0,60.0,普通用户
228428,2017-12-03,123,80,80,60.0,60.0,价值用户
228430,2017-12-03,170,80,100,60.0,60.0,价值用户
228432,2017-12-03,81,80,60,60.0,60.0,普通用户
228439,2017-12-03,26,80,20,60.0,60.0,普通用户
228440,2017-12-03,191,80,100,60.0,60.0,价值用户
228441,2017-12-03,43,80,40,60.0,60.0,普通用户
228444,2017-12-03,225,80,100,60.0,60.0,价值用户
228451,2017-12-03,568,80,100,60.0,60.0,价值用户
228452,2017-12-03,61,80,60,60.0,60.0,普通用户
228460,2017-12-03,93,80,60,60.0,60.0,普通用户
228461,2017-12-03,197,80,100,60.0,60.0,价值用户
228465,2017-12-02,41,20,40,60.0,60.0,普通用户
228473,2017-12-03,315,80,100,60.0,60.0,价值用户
228475,2017-12-03,30,80,20,60.0,60.0,普通用户
228477,2017-12-03,55,80,40,60.0,60.0,普通用户
228480,2017-12-03,13,80,20,60.0,60.0,普通用户
228485,2017-12-03,32,80,20,60.0,60.0,普通用户
228486,2017-12-03,28,80,20,60.0,60.0,普通用户
228489,2017-12-03,29,80,20,60.0,60.0,普通用户
228490,2017-12-03,120,80,80,60.0,60.0,价值用户
228493,2017-12-03,38,80,40,60.0,60.0,普通用户
228495,2017-12-03,32,80,20,60.0,60.0,普通用户
228497,2017-12-03,99,80,80,60.0,60.0,价值用户
228502,2017-12-03,164,80,100,60.0,60.0,价值用户
228505,2017-12-03,42,80,40,60.0,60.0,普通用户
228507,2017-12-03,83,80,60,60.0,60.0,普通用户
228509,2017-12-03,52,80,40,60.0,60.0,普通用户
228518,2017-12-03,108,80,80,60.0,60.0,价值用户
228519,2017-12-03,31,80,20,60.0,60.0,普通用户
228530,2017-12-03,53,80,40,60.0,60.0,普通用户
228536,2017-12-03,226,80,100,60.0,60.0,价值用户
22854,2017-12-03,46,80,40,60.0,60.0,普通用户
228541,2017-12-03,36,80,40,60.0,60.0,普通用户
228549,2017-12-03,41,80,40,60.0,60.0,普通用户
228554,2017-12-03,190,80,100,60.0,60.0,价值用户
228556,2017-12-03,73,80,60,60.0,60.0,普通用户
228558,2017-12-03,58,80,40,60.0,60.0,普通用户
228560,2017-12-03,180,80,100,60.0,60.0,价值用户
228561,2017-12-03,8,80,20,60.0,60.0,普通用户
22857,2017-12-03,80,80,60,60.0,60.0,普通用户
228570,2017-12-03,86,80,60,60.0,60.0,普通用户
228583,2017-12-03,46,80,40,60.0,60.0,普通用户
228589,2017-12-03,31,80,20,60.0,60.0,普通用户
228591,2017-12-03,173,80,100,60.0,60.0,价值用户
228601,2017-12-03,79,80,60,60.0,60.0,普通用户
228616,2017-12-03,17,80,20,60.0,60.0,普通用户
228622,2017-12-03,126,80,80,60.0,60.0,价值用户
228624,2017-12-03,264,80,100,60.0,60.0,价值用户
228628,2017-12-03,59,80,40,60.0,60.0,普通用户
228631,2017-12-03,273,80,100,60.0,60.0,价值用户
228633,2017-12-03,62,80,60,60.0,60.0,普通用户
228634,2017-12-03,59,80,40,60.0,60.0,普通用户
228636,2017-12-03,19,80,20,60.0,60.0,普通用户
228653,2017-12-03,37,80,40,60.0,60.0,普通用户
228655,2017-12-03,82,80,60,60.0,60.0,普通用户
228659,2017-12-03,19,80,20,60.0,60.0,普通用户
22866,2017-12-03,84,80,60,60.0,60.0,普通用户
228660,2017-12-03,168,80,100,60.0,60.0,价值用户
228670,2017-12-03,124,80,80,60.0,60.0,价值用户
228671,2017-12-03,163,80,100,60.0,60.0,价值用户
228672,2017-12-03,111,80,80,60.0,60.0,价值用户
228677,2017-12-03,26,80,20,60.0,60.0,普通用户
228679,2017-12-03,45,80,40,60.0,60.0,普通用户
228682,2017-12-03,52,80,40,60.0,60.0,普通用户
228690,2017-12-03,19,80,20,60.0,60.0,普通用户
228705,2017-12-03,127,80,80,60.0,60.0,价值用户
228706,2017-12-03,38,80,40,60.0,60.0,普通用户
228715,2017-12-03,10,80,20,60.0,60.0,普通用户
228719,2017-12-03,192,80,100,60.0,60.0,价值用户
228724,2017-12-03,56,80,40,60.0,60.0,普通用户
228730,2017-12-03,24,80,20,60.0,60.0,普通用户
22874,2017-12-03,149,80,80,60.0,60.0,价值用户
228743,2017-12-03,94,80,60,60.0,60.0,普通用户
228746,2017-12-03,54,80,40,60.0,60.0,普通用户
228747,2017-12-03,35,80,40,60.0,60.0,普通用户
228751,2017-12-03,71,80,60,60.0,60.0,普通用户
22876,2017-12-03,71,80,60,60.0,60.0,普通用户
228761,2017-12-03,91,80,60,60.0,60.0,普通用户
228771,2017-12-03,58,80,40,60.0,60.0,普通用户
228773,2017-12-03,46,80,40,60.0,60.0,普通用户
228775,2017-12-03,107,80,80,60.0,60.0,价值用户
228780,2017-12-03,465,80,100,60.0,60.0,价值用户
228782,2017-12-03,237,80,100,60.0,60.0,价值用户
228789,2017-12-03,71,80,60,60.0,60.0,普通用户
22879,2017-12-03,431,80,100,60.0,60.0,价值用户
228790,2017-12-03,121,80,80,60.0,60.0,价值用户
228795,2017-12-03,135,80,80,60.0,60.0,价值用户
228796,2017-12-03,54,80,40,60.0,60.0,普通用户
228799,2017-12-03,351,80,100,60.0,60.0,价值用户
228805,2017-12-03,14,80,20,60.0,60.0,普通用户
228808,2017-12-03,56,80,40,60.0,60.0,普通用户
228816,2017-12-03,36,80,40,60.0,60.0,普通用户
228819,2017-12-03,68,80,60,60.0,60.0,普通用户
228826,2017-12-03,47,80,40,60.0,60.0,普通用户
228833,2017-12-03,73,80,60,60.0,60.0,普通用户
228848,2017-12-03,8,80,20,60.0,60.0,普通用户
228849,2017-12-03,32,80,20,60.0,60.0,普通用户
228853,2017-12-03,212,80,100,60.0,60.0,价值用户
228856,2017-12-03,71,80,60,60.0,60.0,普通用户
228858,2017-12-03,103,80,80,60.0,60.0,价值用户
228860,2017-12-03,13,80,20,60.0,60.0,普通用户
228861,2017-12-03,136,80,80,60.0,60.0,价值用户
228862,2017-12-03,27,80,20,60.0,60.0,普通用户
228864,2017-12-03,51,80,40,60.0,60.0,普通用户
228867,2017-12-03,191,80,100,60.0,60.0,价值用户
228870,2017-12-03,152,80,80,60.0,60.0,价值用户
228877,2017-12-03,252,80,100,60.0,60.0,价值用户
228880,2017-12-03,47,80,40,60.0,60.0,普通用户
228883,2017-12-03,90,80,60,60.0,60.0,普通用户
228885,2017-12-03,56,80,40,60.0,60.0,普通用户
228889,2017-12-03,36,80,40,60.0,60.0,普通用户
228890,2017-12-03,197,80,100,60.0,60.0,价值用户
228892,2017-12-03,26,80,20,60.0,60.0,普通用户
228898,2017-12-02,15,20,20,60.0,60.0,普通用户
228902,2017-12-03,47,80,40,60.0,60.0,普通用户
228917,2017-12-03,44,80,40,60.0,60.0,普通用户
22892,2017-12-03,46,80,40,60.0,60.0,普通用户
22893,2017-12-03,26,80,20,60.0,60.0,普通用户
228934,2017-12-03,193,80,100,60.0,60.0,价值用户
228946,2017-12-03,185,80,100,60.0,60.0,价值用户
22895,2017-12-03,17,80,20,60.0,60.0,普通用户
228953,2017-12-03,156,80,80,60.0,60.0,价值用户
228956,2017-12-03,60,80,40,60.0,60.0,普通用户
228957,2017-12-03,143,80,80,60.0,60.0,价值用户
228960,2017-12-03,107,80,80,60.0,60.0,价值用户
228964,2017-12-03,184,80,100,60.0,60.0,价值用户
228966,2017-12-03,240,80,100,60.0,60.0,价值用户
228972,2017-12-03,86,80,60,60.0,60.0,普通用户
228973,2017-12-03,58,80,40,60.0,60.0,普通用户
228974,2017-12-03,73,80,60,60.0,60.0,普通用户
228976,2017-12-03,17,80,20,60.0,60.0,普通用户
229,2017-12-03,58,80,40,60.0,60.0,普通用户
22900,2017-12-03,140,80,80,60.0,60.0,价值用户
229010,2017-12-03,178,80,100,60.0,60.0,价值用户
229018,2017-12-03,228,80,100,60.0,60.0,价值用户
229020,2017-12-03,26,80,20,60.0,60.0,普通用户
229021,2017-12-03,95,80,60,60.0,60.0,普通用户
229023,2017-12-03,149,80,80,60.0,60.0,价值用户
229025,2017-12-03,78,80,60,60.0,60.0,普通用户
229026,2017-12-03,65,80,60,60.0,60.0,普通用户
229040,2017-12-03,64,80,60,60.0,60.0,普通用户
229041,2017-12-03,16,80,20,60.0,60.0,普通用户
229045,2017-12-03,288,80,100,60.0,60.0,价值用户
229048,2017-12-03,80,80,60,60.0,60.0,普通用户
229067,2017-12-03,126,80,80,60.0,60.0,价值用户
229068,2017-12-03,90,80,60,60.0,60.0,普通用户
229073,2017-12-03,16,80,20,60.0,60.0,普通用户
229078,2017-12-03,33,80,20,60.0,60.0,普通用户
229080,2017-12-03,60,80,40,60.0,60.0,普通用户
229082,2017-12-03,12,80,20,60.0,60.0,普通用户
229084,2017-12-03,126,80,80,60.0,60.0,价值用户
229097,2017-12-03,62,80,60,60.0,60.0,普通用户
229102,2017-12-03,35,80,40,60.0,60.0,普通用户
229104,2017-12-03,40,80,40,60.0,60.0,普通用户
229107,2017-12-03,93,80,60,60.0,60.0,普通用户
229113,2017-12-03,8,80,20,60.0,60.0,普通用户
229119,2017-12-03,76,80,60,60.0,60.0,普通用户
229122,2017-12-03,111,80,80,60.0,60.0,价值用户
229127,2017-12-02,41,20,40,60.0,60.0,普通用户
229129,2017-12-03,42,80,40,60.0,60.0,普通用户
229145,2017-12-03,73,80,60,60.0,60.0,普通用户
229148,2017-12-03,59,80,40,60.0,60.0,普通用户
229151,2017-12-03,62,80,60,60.0,60.0,普通用户
229158,2017-12-03,178,80,100,60.0,60.0,价值用户
22916,2017-12-03,68,80,60,60.0,60.0,普通用户
229160,2017-12-03,188,80,100,60.0,60.0,价值用户
229164,2017-12-03,106,80,80,60.0,60.0,价值用户
229176,2017-12-03,113,80,80,60.0,60.0,价值用户
229177,2017-12-03,63,80,60,60.0,60.0,普通用户
229181,2017-12-03,105,80,80,60.0,60.0,价值用户
229184,2017-12-03,215,80,100,60.0,60.0,价值用户
229187,2017-12-03,33,80,20,60.0,60.0,普通用户
22919,2017-12-03,165,80,100,60.0,60.0,价值用户
229204,2017-12-03,247,80,100,60.0,60.0,价值用户
22921,2017-12-03,519,80,100,60.0,60.0,价值用户
229213,2017-12-03,213,80,100,60.0,60.0,价值用户
229214,2017-12-03,139,80,80,60.0,60.0,价值用户
229216,2017-12-03,64,80,60,60.0,60.0,普通用户
229218,2017-12-03,46,80,40,60.0,60.0,普通用户
229221,2017-12-03,94,80,60,60.0,60.0,普通用户
229222,2017-12-03,29,80,20,60.0,60.0,普通用户
229238,2017-12-03,128,80,80,60.0,60.0,价值用户
229254,2017-12-03,68,80,60,60.0,60.0,普通用户
229255,2017-12-03,56,80,40,60.0,60.0,普通用户
229259,2017-12-03,49,80,40,60.0,60.0,普通用户
229262,2017-12-03,165,80,100,60.0,60.0,价值用户
229263,2017-12-03,316,80,100,60.0,60.0,价值用户
229264,2017-12-03,219,80,100,60.0,60.0,价值用户
229270,2017-12-03,75,80,60,60.0,60.0,普通用户
229272,2017-12-03,43,80,40,60.0,60.0,普通用户
229276,2017-12-03,77,80,60,60.0,60.0,普通用户
229277,2017-12-03,112,80,80,60.0,60.0,价值用户
229284,2017-12-03,55,80,40,60.0,60.0,普通用户
229285,2017-12-03,26,80,20,60.0,60.0,普通用户
229291,2017-12-03,46,80,40,60.0,60.0,普通用户
229292,2017-12-03,33,80,20,60.0,60.0,普通用户
2293,2017-12-03,31,80,20,60.0,60.0,普通用户
229300,2017-12-03,39,80,40,60.0,60.0,普通用户
229301,2017-12-03,324,80,100,60.0,60.0,价值用户
229305,2017-12-03,21,80,20,60.0,60.0,普通用户
229307,2017-12-03,23,80,20,60.0,60.0,普通用户
229309,2017-12-03,62,80,60,60.0,60.0,普通用户
229313,2017-12-03,70,80,60,60.0,60.0,普通用户
229314,2017-12-03,119,80,80,60.0,60.0,价值用户
229319,2017-12-03,62,80,60,60.0,60.0,普通用户
229321,2017-12-03,248,80,100,60.0,60.0,价值用户
229333,2017-11-25,5,20,20,60.0,60.0,普通用户
229335,2017-12-03,25,80,20,60.0,60.0,普通用户
229343,2017-12-03,177,80,100,60.0,60.0,价值用户
229348,2017-12-03,125,80,80,60.0,60.0,价值用户
229349,2017-12-03,295,80,100,60.0,60.0,价值用户
229352,2017-12-03,66,80,60,60.0,60.0,普通用户
229354,2017-12-03,167,80,100,60.0,60.0,价值用户
229356,2017-12-03,44,80,40,60.0,60.0,普通用户
229369,2017-12-03,138,80,80,60.0,60.0,价值用户
229370,2017-12-03,125,80,80,60.0,60.0,价值用户
229371,2017-12-03,116,80,80,60.0,60.0,价值用户
229375,2017-12-03,68,80,60,60.0,60.0,普通用户
229376,2017-12-03,74,80,60,60.0,60.0,普通用户
229377,2017-12-03,145,80,80,60.0,60.0,价值用户
229378,2017-12-03,450,80,100,60.0,60.0,价值用户
229380,2017-12-03,106,80,80,60.0,60.0,价值用户
229385,2017-12-03,52,80,40,60.0,60.0,普通用户
229396,2017-12-03,19,80,20,60.0,60.0,普通用户
229398,2017-12-03,119,80,80,60.0,60.0,价值用户
22940,2017-12-03,227,80,100,60.0,60.0,价值用户
229406,2017-12-03,66,80,60,60.0,60.0,普通用户
229412,2017-12-03,42,80,40,60.0,60.0,普通用户
229413,2017-12-03,48,80,40,60.0,60.0,普通用户
229416,2017-12-03,89,80,60,60.0,60.0,普通用户
229421,2017-12-03,72,80,60,60.0,60.0,普通用户
229429,2017-12-03,43,80,40,60.0,60.0,普通用户
22943,2017-12-03,34,80,40,60.0,60.0,普通用户
229434,2017-12-03,31,80,20,60.0,60.0,普通用户
229443,2017-12-03,459,80,100,60.0,60.0,价值用户
229445,2017-12-03,193,80,100,60.0,60.0,价值用户
229448,2017-12-03,238,80,100,60.0,60.0,价值用户
229452,2017-12-03,145,80,80,60.0,60.0,价值用户
229462,2017-12-03,23,80,20,60.0,60.0,普通用户
229470,2017-12-03,28,80,20,60.0,60.0,普通用户
229476,2017-12-03,66,80,60,60.0,60.0,普通用户
229478,2017-12-03,45,80,40,60.0,60.0,普通用户
229481,2017-12-03,221,80,100,60.0,60.0,价值用户
229488,2017-12-03,20,80,20,60.0,60.0,普通用户
229490,2017-12-03,110,80,80,60.0,60.0,价值用户
229491,2017-12-03,255,80,100,60.0,60.0,价值用户
229495,2017-12-03,8,80,20,60.0,60.0,普通用户
229508,2017-12-03,60,80,40,60.0,60.0,普通用户
229511,2017-12-03,257,80,100,60.0,60.0,价值用户
229514,2017-12-03,61,80,60,60.0,60.0,普通用户
229522,2017-12-03,223,80,100,60.0,60.0,价值用户
229532,2017-12-03,16,80,20,60.0,60.0,普通用户
229534,2017-12-03,51,80,40,60.0,60.0,普通用户
229536,2017-12-03,74,80,60,60.0,60.0,普通用户
229538,2017-12-03,169,80,100,60.0,60.0,价值用户
229541,2017-12-03,343,80,100,60.0,60.0,价值用户
229546,2017-12-03,32,80,20,60.0,60.0,普通用户
229552,2017-12-03,10,80,20,60.0,60.0,普通用户
229558,2017-12-03,86,80,60,60.0,60.0,普通用户
229566,2017-12-03,42,80,40,60.0,60.0,普通用户
229569,2017-12-03,34,80,40,60.0,60.0,普通用户
229581,2017-12-03,14,80,20,60.0,60.0,普通用户
229591,2017-12-03,70,80,60,60.0,60.0,普通用户
229602,2017-12-03,175,80,100,60.0,60.0,价值用户
229609,2017-12-03,29,80,20,60.0,60.0,普通用户
229613,2017-12-03,81,80,60,60.0,60.0,普通用户
229615,2017-12-03,68,80,60,60.0,60.0,普通用户
22962,2017-12-03,46,80,40,60.0,60.0,普通用户
229625,2017-12-03,121,80,80,60.0,60.0,价值用户
229638,2017-12-03,75,80,60,60.0,60.0,普通用户
229641,2017-12-03,26,80,20,60.0,60.0,普通用户
229654,2017-12-03,62,80,60,60.0,60.0,普通用户
229659,2017-12-03,42,80,40,60.0,60.0,普通用户
22966,2017-12-03,72,80,60,60.0,60.0,普通用户
229664,2017-12-03,86,80,60,60.0,60.0,普通用户
229669,2017-12-03,38,80,40,60.0,60.0,普通用户
229670,2017-12-03,107,80,80,60.0,60.0,价值用户
229673,2017-12-03,122,80,80,60.0,60.0,价值用户
22968,2017-12-03,94,80,60,60.0,60.0,普通用户
229687,2017-12-03,152,80,80,60.0,60.0,价值用户
22969,2017-12-03,272,80,100,60.0,60.0,价值用户
229690,2017-12-03,52,80,40,60.0,60.0,普通用户
229693,2017-12-03,55,80,40,60.0,60.0,普通用户
229707,2017-12-03,99,80,80,60.0,60.0,价值用户
229711,2017-12-03,43,80,40,60.0,60.0,普通用户
229713,2017-12-03,116,80,80,60.0,60.0,价值用户
22972,2017-12-03,26,80,20,60.0,60.0,普通用户
229723,2017-12-03,117,80,80,60.0,60.0,价值用户
22973,2017-12-03,332,80,100,60.0,60.0,价值用户
229732,2017-12-03,66,80,60,60.0,60.0,普通用户
229736,2017-12-03,92,80,60,60.0,60.0,普通用户
229750,2017-12-03,373,80,100,60.0,60.0,价值用户
229762,2017-12-03,214,80,100,60.0,60.0,价值用户
229774,2017-12-03,99,80,80,60.0,60.0,价值用户
229788,2017-12-03,66,80,60,60.0,60.0,普通用户
229792,2017-12-03,266,80,100,60.0,60.0,价值用户
229795,2017-12-03,34,80,40,60.0,60.0,普通用户
229800,2017-12-03,19,80,20,60.0,60.0,普通用户
229809,2017-12-03,65,80,60,60.0,60.0,普通用户
229812,2017-12-03,144,80,80,60.0,60.0,价值用户
229818,2017-12-03,71,80,60,60.0,60.0,普通用户
229819,2017-12-03,153,80,80,60.0,60.0,价值用户
229830,2017-12-03,60,80,40,60.0,60.0,普通用户
229840,2017-12-03,18,80,20,60.0,60.0,普通用户
229841,2017-12-03,136,80,80,60.0,60.0,价值用户
229843,2017-12-03,60,80,40,60.0,60.0,普通用户
229849,2017-12-03,36,80,40,60.0,60.0,普通用户
229856,2017-12-03,210,80,100,60.0,60.0,价值用户
229858,2017-12-03,12,80,20,60.0,60.0,普通用户
22986,2017-12-03,7,80,20,60.0,60.0,普通用户
229861,2017-12-03,323,80,100,60.0,60.0,价值用户
229866,2017-12-03,111,80,80,60.0,60.0,价值用户
229867,2017-12-03,172,80,100,60.0,60.0,价值用户
229876,2017-12-03,20,80,20,60.0,60.0,普通用户
229893,2017-12-03,225,80,100,60.0,60.0,价值用户
229895,2017-12-03,128,80,80,60.0,60.0,价值用户
229896,2017-12-03,36,80,40,60.0,60.0,普通用户
229897,2017-12-03,430,80,100,60.0,60.0,价值用户
229899,2017-12-03,54,80,40,60.0,60.0,普通用户
22990,2017-12-03,218,80,100,60.0,60.0,价值用户
229905,2017-12-03,81,80,60,60.0,60.0,普通用户
229912,2017-12-03,387,80,100,60.0,60.0,价值用户
229920,2017-12-03,19,80,20,60.0,60.0,普通用户
229930,2017-12-03,39,80,40,60.0,60.0,普通用户
229932,2017-12-03,27,80,20,60.0,60.0,普通用户
229935,2017-12-03,448,80,100,60.0,60.0,价值用户
229936,2017-12-03,59,80,40,60.0,60.0,普通用户
229937,2017-12-03,30,80,20,60.0,60.0,普通用户
229942,2017-12-03,56,80,40,60.0,60.0,普通用户
22996,2017-12-03,18,80,20,60.0,60.0,普通用户
229960,2017-12-03,245,80,100,60.0,60.0,价值用户
229966,2017-12-03,168,80,100,60.0,60.0,价值用户
229968,2017-12-03,147,80,80,60.0,60.0,价值用户
22998,2017-12-02,35,20,40,60.0,60.0,普通用户
229986,2017-12-03,222,80,100,60.0,60.0,价值用户
229995,2017-12-03,155,80,80,60.0,60.0,价值用户
229997,2017-12-03,30,80,20,60.0,60.0,普通用户
230005,2017-12-03,224,80,100,60.0,60.0,价值用户
230006,2017-12-03,185,80,100,60.0,60.0,价值用户
230009,2017-12-03,44,80,40,60.0,60.0,普通用户
230010,2017-12-03,49,80,40,60.0,60.0,普通用户
230017,2017-12-03,92,80,60,60.0,60.0,普通用户
230019,2017-12-03,95,80,60,60.0,60.0,普通用户
23003,2017-12-03,74,80,60,60.0,60.0,普通用户
230035,2017-12-03,45,80,40,60.0,60.0,普通用户
230038,2017-12-03,63,80,60,60.0,60.0,普通用户
23004,2017-12-03,371,80,100,60.0,60.0,价值用户
230043,2017-12-03,35,80,40,60.0,60.0,普通用户
230044,2017-12-03,18,80,20,60.0,60.0,普通用户
230045,2017-12-03,227,80,100,60.0,60.0,价值用户
230049,2017-12-03,58,80,40,60.0,60.0,普通用户
230058,2017-12-03,176,80,100,60.0,60.0,价值用户
230061,2017-12-03,10,80,20,60.0,60.0,普通用户
230067,2017-12-03,39,80,40,60.0,60.0,普通用户
23007,2017-12-03,123,80,80,60.0,60.0,价值用户
230070,2017-12-03,15,80,20,60.0,60.0,普通用户
230077,2017-12-03,108,80,80,60.0,60.0,价值用户
23009,2017-12-03,28,80,20,60.0,60.0,普通用户
230100,2017-12-03,97,80,80,60.0,60.0,价值用户
230106,2017-12-03,93,80,60,60.0,60.0,普通用户
230113,2017-12-03,114,80,80,60.0,60.0,价值用户
230114,2017-12-03,39,80,40,60.0,60.0,普通用户
230119,2017-12-03,212,80,100,60.0,60.0,价值用户
230122,2017-12-03,44,80,40,60.0,60.0,普通用户
230124,2017-12-03,35,80,40,60.0,60.0,普通用户
230125,2017-12-03,150,80,80,60.0,60.0,价值用户
230126,2017-12-03,29,80,20,60.0,60.0,普通用户
230135,2017-12-03,49,80,40,60.0,60.0,普通用户
230138,2017-12-03,65,80,60,60.0,60.0,普通用户
230142,2017-12-03,40,80,40,60.0,60.0,普通用户
230144,2017-12-03,41,80,40,60.0,60.0,普通用户
230147,2017-12-02,24,20,20,60.0,60.0,普通用户
230156,2017-12-03,35,80,40,60.0,60.0,普通用户
230159,2017-12-03,31,80,20,60.0,60.0,普通用户
230166,2017-12-03,98,80,80,60.0,60.0,价值用户
230171,2017-12-03,109,80,80,60.0,60.0,价值用户
